store_number,slug,url,location_name,status,address_line1,city,county,state,region,postal_code,country_code,latitude,longitude,time_zone,format,total_building_area_sqft,main_voice_phone_number,state_fips,county_fips,tract_fips,block_fips,cbsa_fips,csa_fips,coord_source,fips_source,county_name,cbsa_name,cbsa_metro,csa_name
602,,https://www.walmart.com/store/602-spring-tx,Walmart Supercenter,open,1025 Sawdust Rd,Spring,,Texas,TX,77380,US,30.1262,-95.4588,America/Chicago,Supercenter,,281-298-4306,48,48339,48339691403,483396914032002,26420,288,ceo,census,Montgomery County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
275,,https://www.walmart.com/store/275-livingston-tx,Walmart Supercenter,open,1620 W Church St,Livingston,,Texas,TX,77351,US,30.7162,-94.9547,America/Chicago,Supercenter,,936-327-6370,48,48373,48373210302,483732103024007,,,ceo,census,,,,
849,,https://www.walmart.com/store/849-spring-tx,Walmart Supercenter,open,155 Louetta Xing,Spring,,Texas,TX,77373,US,30.0648,-95.4304,America/Chicago,Supercenter,,281-651-9963,48,48201,48201241302,482012413022009,26420,288,ceo,census,Harris County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
351,,https://www.walmart.com/store/351-tomball-tx,Walmart Supercenter,open,25800 Kuykendahl Rd,Tomball,,Texas,TX,77375,US,30.1349,-95.5503,America/Chicago,Supercenter,,832-761-8499,48,48201,48201555304,482015553041003,26420,288,ceo,census,Harris County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
5287,,https://www.walmart.com/store/5287-spring-tx,Walmart Supercenter,open,21150 Kuykendahl Rd,Spring,,Texas,TX,77379,US,30.0768,-95.5131,America/Chicago,Supercenter,,281-288-6437,48,48201,48201554902,482015549022015,26420,288,ceo,nominatim+fcc,Harris County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
3390,,https://www.walmart.com/store/3390-woodlands-tx,Walmart Supercenter,open,10001 Woodlands Pkwy,Woodlands,,Texas,TX,77382,US,30.1898,-95.5882,America/Chicago,Supercenter,,281-419-0162,48,48339,48339690604,483396906044000,26420,288,ceo,nominatim+fcc,Montgomery County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
1103,,https://www.walmart.com/store/1103-houston-tx,Walmart Supercenter,open,3450 Fm 1960 Rd W,Houston,,Texas,TX,77068,US,29.9978,-95.4842,America/Chicago,Supercenter,,281-440-4482,48,48201,48201550405,482015504051008,26420,288,ceo,census,Harris County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
3591,,https://www.walmart.com/store/3591-montgomery-tx,Walmart Supercenter,open,18700 Highway 105 W,Montgomery,,Texas,TX,77356,US,30.3844,-95.6504,America/Chicago,Supercenter,,936-582-1551,48,48339,48339694308,483396943081020,26420,288,ceo,census,Montgomery County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
1067,,https://www.walmart.com/store/1067-hallettsville-tx,Walmart,open,1506 N Texana St,Hallettsville,,Texas,TX,77964,US,29.4585,-96.9379,America/Chicago,Discount,,361-798-4377,48,48285,48285000100,482850001003028,,,ceo,census,,,,
417,,https://www.walmart.com/store/417-sulphur-springs-tx,Walmart Supercenter,open,1750 S Broadway St,Sulphur Springs,,Texas,TX,75482,US,33.1059,-95.5953,America/Chicago,Supercenter,,903-439-3144,48,48223,48223950600,482239506001040,44860,206,ceo,census,Hopkins County,"Sulphur Springs, TX",FALSE,"Dallas-Fort Worth, TX-OK"
703,,https://www.walmart.com/store/703-tomball-tx,Walmart Supercenter,open,27650 State Highway 249,Tomball,,Texas,TX,77375,US,30.0753,-95.6251,America/Chicago,Supercenter,,281-351-2616,48,48201,48201555404,482015554042009,26420,288,ceo,fcc,Harris County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
5045,,https://www.walmart.com/store/5045-tomball-tx,Walmart Supercenter,open,22605 State Highway 249,Tomball,,Texas,TX,77375,US,30.0141,-95.5952,America/Chicago,Supercenter,,281-374-9449,48,48201,48201555505,482015555051023,26420,288,ceo,fcc,Harris County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
5091,,https://www.walmart.com/store/5091-cypress-tx,Walmart Supercenter,open,26270 Northwest Fwy,Cypress,,Texas,TX,77429,US,29.9759,-95.6987,America/Chicago,Supercenter,,281-256-8038,48,48201,48201554407,482015544072023,26420,288,ceo,nominatim+fcc,Harris County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
3297,,https://www.walmart.com/store/3297-houston-tx,Walmart Supercenter,open,12353 Fm 1960 Rd W,Houston,,Texas,TX,77065,US,29.9204,-95.6024,America/Chicago,Supercenter,,832-912-7320,48,48201,48201552003,482015520031002,26420,288,ceo,census,Harris County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
285,,https://www.walmart.com/store/285-huntsville-tx,Walmart Supercenter,open,141 Interstate 45 S,Huntsville,,Texas,TX,77340,US,30.7139,-95.5704,America/Chicago,Supercenter,,936-293-1066,48,48471,48471790301,484717903011007,26660,288,ceo,nominatim+fcc,Walker County,"Huntsville, TX",FALSE,"Houston-Pasadena, TX"
4465,,https://www.walmart.com/store/4465-cypress-tx,Walmart Neighborhood Market,open,11425 Barker Cypress Rd,Cypress,,Texas,TX,77433,US,29.9423,-95.6805,America/Chicago,Neighborhood Market,,832-349-7190,48,48201,48201543007,482015430072040,26420,288,ceo,census,Harris County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
7357,,https://www.walmart.com/store/7357-cypress-tx,Walmart Neighborhood Market,open,8208 Barker Cypress Rd,Cypress,,Texas,TX,77433,US,29.8978,-95.6833,America/Chicago,Neighborhood Market,,281-500-7990,48,48201,48201541207,482015412072010,26420,288,ceo,census,Harris County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
6930,,https://www.walmart.com/store/6930-cypress-tx,Walmart Supercenter,open,8927 Fry Rd,Cypress,,Texas,TX,77433,US,29.9112,-95.7264,America/Chicago,Supercenter,,832-349-7802,,,,,,,ceo,none,,,,
1040,,https://www.walmart.com/store/1040-houston-tx,Walmart Supercenter,open,15955 Fm 529 Rd,Houston,,Texas,TX,77095,US,29.8775,-95.6517,America/Chicago,Supercenter,,281-855-1604,48,48201,48201541301,482015413013001,26420,288,ceo,census,Harris County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
3452,,https://www.walmart.com/store/3452-houston-tx,Walmart Neighborhood Market,open,4810 Highway 6 N,Houston,,Texas,TX,77084,US,29.8442,-95.6448,America/Chicago,Neighborhood Market,,281-859-0085,48,48201,48201540504,482015405041004,26420,288,ceo,census,Harris County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
4538,,https://www.walmart.com/store/4538-katy-tx,Walmart Supercenter,open,6060 N Fry Rd,Katy,,Texas,TX,77449,US,29.8606,-95.717,America/Chicago,Supercenter,,281-550-4446,48,48201,48201542105,482015421052008,26420,288,ceo,census,Harris County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
1073,,https://www.walmart.com/store/1073-lampasas-tx,Walmart Supercenter,open,1710 Central Texas Expy,Lampasas,,Texas,TX,76550,US,31.0636,-98.1606,America/Chicago,Supercenter,,512-556-8217,48,48281,48281950400,482819504003004,28660,,ceo,census,Lampasas County,"Killeen-Temple, TX",TRUE,
565,,https://www.walmart.com/store/565-corsicana-tx,Walmart Supercenter,open,3801 W State Highway 31,Corsicana,,Texas,TX,75110,US,32.0676,-96.5081,America/Chicago,Supercenter,,903-872-6691,48,48349,48349970901,483499709012000,18620,206,ceo,census,Navarro County,"Corsicana, TX",FALSE,"Dallas-Fort Worth, TX-OK"
286,,https://www.walmart.com/store/286-ennis-tx,Walmart Supercenter,open,700 E Ennis Ave,Ennis,,Texas,TX,75119,US,32.3329,-96.6205,America/Chicago,Supercenter,,972-875-9671,48,48139,48139061600,481390616002006,19100,206,ceo,census,Ellis County,"Dallas-Fort Worth-Arlington, TX",TRUE,"Dallas-Fort Worth, TX-OK"
248,,https://www.walmart.com/store/248-mexia-tx,Walmart Supercenter,open,1406 E Milam St,Mexia,,Texas,TX,76667,US,31.6857,-96.4555,America/Chicago,Supercenter,,254-562-3831,48,48293,48293970500,482939705001001,,,ceo,census,,,,
236,,https://www.walmart.com/store/236-crockett-tx,Walmart Supercenter,open,1225 E Loop 304,Crockett,,Texas,TX,75835,US,31.3206,-95.436,America/Chicago,Supercenter,,936-544-5121,48,48225,48225950500,482259505001114,,,ceo,census,,,,
345,,https://www.walmart.com/store/345-palestine-tx,Walmart Supercenter,open,2223 S Loop 256,Palestine,,Texas,TX,75801,US,31.7364,-95.6159,America/Chicago,Supercenter,,903-729-4441,48,48001,48001950800,480019508002029,37300,,ceo,census,Anderson County,"Palestine, TX",FALSE,
1409,,https://www.walmart.com/store/1409-houston-tx,Walmart Supercenter,open,10750 Westview Dr,Houston,,Texas,TX,77043,US,29.7932,-95.5649,America/Chicago,Supercenter,,713-984-2773,48,48201,48201522402,482015224021008,26420,288,ceo,census,Harris County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
467,,https://www.walmart.com/store/467-denton-tx,Walmart Supercenter,open,1515 S Loop 288,Denton,,Texas,TX,76205,US,33.1916,-97.0937,America/Chicago,Supercenter,,940-484-1717,48,48121,48121021204,481210212041014,19100,206,ceo,nominatim+fcc,Denton County,"Dallas-Fort Worth-Arlington, TX",TRUE,"Dallas-Fort Worth, TX-OK"
4627,,https://www.walmart.com/store/4627-denton-tx,Walmart Supercenter,open,2750 W University Dr,Denton,,Texas,TX,76201,US,33.2327,-97.1683,America/Chicago,Supercenter,,940-735-3119,48,48121,48121020402,481210204021023,19100,206,ceo,census,Denton County,"Dallas-Fort Worth-Arlington, TX",TRUE,"Dallas-Fort Worth, TX-OK"
385,,https://www.walmart.com/store/385-cuero-tx,Walmart,open,1202 E Broadway St,Cuero,,Texas,TX,77954,US,29.0895,-97.2713,America/Chicago,Discount,,361-275-5796,48,48123,48123970300,481239703002022,,,ceo,census,,,,
330,,https://www.walmart.com/store/330-victoria-tx,Walmart Supercenter,open,9002 N Navarro St,Victoria,,Texas,TX,77904,US,28.878,-96.9939,America/Chicago,Supercenter,,361-573-0041,48,48469,48469001607,484690016072005,47020,544,ceo,census,Victoria County,"Victoria, TX",TRUE,"Victoria-Port Lavaca, TX"
4194,,https://www.walmart.com/store/4194-victoria-tx,Walmart Supercenter,open,4001 Houston Highway,Victoria,,Texas,TX,77901,US,28.8179,-96.96,America/Chicago,Supercenter,,361-827-7272,48,48469,48469000700,484690007004005,47020,544,ceo,census,Victoria County,"Victoria, TX",TRUE,"Victoria-Port Lavaca, TX"
290,,https://www.walmart.com/store/290-gonzales-tx,Walmart Supercenter,open,1114 E Sarah Dewitt Dr,Gonzales,,Texas,TX,78629,US,29.5181,-97.4504,America/Chicago,Supercenter,,830-672-7573,48,48177,48177000300,481770003002057,,,ceo,census,,,,
4512,,https://www.walmart.com/store/4512-katy-tx,Walmart Supercenter,open,22850 Morton Ranch Rd,Katy,,Texas,TX,77449,US,29.8189,-95.7676,America/Chicago,Supercenter,,346-307-8163,48,48201,48201542901,482015429013003,26420,288,ceo,nominatim+fcc,Harris County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
768,,https://www.walmart.com/store/768-katy-tx,Walmart Supercenter,open,1313 N Fry Rd,Katy,,Texas,TX,77449,US,29.7892,-95.7218,America/Chicago,Supercenter,,281-579-3373,48,48201,48201542402,482015424023011,26420,288,ceo,census,Harris County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
3226,,https://www.walmart.com/store/3226-katy-tx,Walmart Supercenter,open,25108 Market Place Dr,Katy,,Texas,TX,77494,US,29.784,-95.8039,America/Chicago,Supercenter,,281-644-6404,48,48201,48201455300,482014553001011,26420,288,ceo,census,Harris County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
4468,,https://www.walmart.com/store/4468-katy-tx,Walmart Neighborhood Market,open,20903 Highland Knolls Dr,Katy,,Texas,TX,77450,US,29.7585,-95.7311,America/Chicago,Neighborhood Market,,832-772-9978,48,48201,48201454901,482014549012000,26420,288,ceo,census,Harris County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
3296,,https://www.walmart.com/store/3296-houston-tx,Walmart Supercenter,open,2700 S Kirkwood Rd,Houston,,Texas,TX,77077,US,29.733,-95.5909,America/Chicago,Supercenter,,281-558-5670,48,48201,48201452101,482014521013002,26420,288,ceo,census,Harris County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
772,,https://www.walmart.com/store/772-houston-tx,Walmart Supercenter,open,3506 Highway 6 S,Houston,,Texas,TX,77082,US,29.7211,-95.6473,America/Chicago,Supercenter,,281-561-0866,48,48201,48201454303,482014543032000,26420,288,ceo,census,Harris County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
3827,,https://www.walmart.com/store/3827-richmond-tx,Walmart Supercenter,open,5660 W Grand Pkwy S,Richmond,,Texas,TX,77406,US,29.6904,-95.7742,America/Chicago,Supercenter,,832-595-0322,48,48157,48157673403,481576734031004,26420,288,ceo,census,Fort Bend County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
3509,,https://www.walmart.com/store/3509-houston-tx,Walmart Neighborhood Market,open,11755 Beechnut St,Houston,,Texas,TX,77072,US,29.6874,-95.5861,America/Chicago,Neighborhood Market,,832-328-1638,48,48201,48201453603,482014536032002,26420,288,ceo,census,Harris County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
4111,,https://www.walmart.com/store/4111-richmond-tx,Walmart Supercenter,open,26824 Fm 1093 Rd,Richmond,,Texas,TX,77406,US,29.6957,-95.8428,America/Chicago,Supercenter,,346-307-8691,,,,,,,ceo,none,,,,
3302,,https://www.walmart.com/store/3302-houston-tx,Walmart Supercenter,open,9460 W Sam Houston Pkwy S,Houston,,Texas,TX,77099,US,29.6792,-95.5614,America/Chicago,Supercenter,,281-568-3710,48,48201,48201453202,482014532021009,26420,288,ceo,census,Harris County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
4466,,https://www.walmart.com/store/4466-sugar-land-tx,Walmart Neighborhood Market,open,13322 West Airport Blvd,Sugar Land,,Texas,TX,77478,US,29.6521,-95.6174,America/Chicago,Neighborhood Market,,832-935-6345,48,48157,48157672004,481576720043009,26420,288,ceo,nominatim+fcc,Fort Bend County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
271,,https://www.walmart.com/store/271-bowie-tx,Walmart Supercenter,open,1341 Highway 287 N,Bowie,,Texas,TX,76230,US,33.5406,-97.8374,America/Chicago,Supercenter,,940-872-1166,48,48337,48337950502,483379505023023,,,ceo,nominatim+fcc,,,,
447,,https://www.walmart.com/store/447-del-rio-tx,Walmart Supercenter,open,2410 Dodson Ave,Del Rio,,Texas,TX,78840,US,29.3956,-100.9013,America/Chicago,Supercenter,,830-774-6034,48,48465,48465950802,484659508022046,19620,,ceo,census,Val Verde County,"Del Rio, TX",FALSE,
757,,https://www.walmart.com/store/757-pleasanton-tx,Walmart Supercenter,open,2151 W Oaklawn Rd,Pleasanton,,Texas,TX,78064,US,28.938,-98.5132,America/Chicago,Supercenter,,830-569-3879,48,48013,48013960403,480139604033038,41700,484,ceo,census,Atascosa County,"San Antonio-New Braunfels, TX",TRUE,"San Antonio-New Braunfels-Kerrville, TX"
461,,https://www.walmart.com/store/461-eagle-pass-tx,Walmart Supercenter,open,496 S Bibb Ave,Eagle Pass,,Texas,TX,78852,US,28.7033,-100.4844,America/Chicago,Supercenter,,830-773-9403,48,48323,48323950602,483239506022000,20580,,ceo,census,Maverick County,"Eagle Pass, TX",TRUE,
5947,,https://www.walmart.com/store/5947-el-paso-tx,Walmart Supercenter,open,5631 Dyer St,El Paso,,Texas,TX,79904,US,31.8291,-106.4467,America/Denver,Supercenter,,915-245-3510,48,48141,48141000600,481410006004010,21340,238,ceo,census,El Paso County,"El Paso, TX",TRUE,"El Paso-Las Cruces, TX-NM"
7229,,https://www.walmart.com/store/7229-el-paso-tx,Walmart Neighborhood Market,open,1110 Sunland Park Dr,El Paso,,Texas,TX,79922,US,31.8114,-106.5577,America/Denver,Neighborhood Market,,915-352-2816,48,48141,48141001302,481410013024024,21340,238,ceo,census,El Paso County,"El Paso, TX",TRUE,"El Paso-Las Cruces, TX-NM"
2201,,https://www.walmart.com/store/2201-el-paso-tx,Walmart Supercenter,open,7101 Gateway Blvd W,El Paso,,Texas,TX,79925,US,31.7771,-106.3845,America/Denver,Supercenter,,915-779-6664,48,48141,48141003403,481410034035011,21340,238,ceo,census,El Paso County,"El Paso, TX",TRUE,"El Paso-Las Cruces, TX-NM"
1015,,https://www.walmart.com/store/1015-el-paso-tx,Walmart Supercenter,open,7555 N Mesa St,El Paso,,Texas,TX,79912,US,31.8366,-106.5658,America/Denver,Supercenter,,915-833-1335,48,48141,48141001116,481410011162006,21340,238,ceo,census,El Paso County,"El Paso, TX",TRUE,"El Paso-Las Cruces, TX-NM"
5962,,https://www.walmart.com/store/5962-el-paso-tx,Walmart Neighborhood Market,open,4716 Hondo Pass Dr,El Paso,,Texas,TX,79904,US,31.8695,-106.4323,America/Denver,Neighborhood Market,,915-245-3573,48,48141,48141000404,481410004041000,21340,238,ceo,census,El Paso County,"El Paso, TX",TRUE,"El Paso-Las Cruces, TX-NM"
4415,,https://www.walmart.com/store/4415-el-paso-tx,Walmart Neighborhood Market,open,8115 North Loop Dr,El Paso,,Texas,TX,79907,US,31.7284,-106.3448,America/Denver,Neighborhood Market,,915-629-0048,48,48141,48141004106,481410041064012,21340,238,ceo,census,El Paso County,"El Paso, TX",TRUE,"El Paso-Las Cruces, TX-NM"
512,,https://www.walmart.com/store/512-el-paso-tx,Walmart Supercenter,open,10727 Gateway Blvd W,El Paso,,Texas,TX,79935,US,31.7528,-106.3402,America/Denver,Supercenter,,915-594-0243,48,48141,48141004312,481410043124003,21340,238,ceo,census,El Paso County,"El Paso, TX",TRUE,"El Paso-Las Cruces, TX-NM"
500,,https://www.walmart.com/store/500-el-paso-tx,Walmart Supercenter,open,4530 Woodrow Bean,El Paso,,Texas,TX,79924,US,31.8962,-106.4382,America/Denver,Supercenter,,915-757-0151,48,48141,48141000114,481410001142001,21340,238,ceo,census,El Paso County,"El Paso, TX",TRUE,"El Paso-Las Cruces, TX-NM"
964,,https://www.walmart.com/store/964-el-paso-tx,Walmart Supercenter,open,9441 Alameda Ave,El Paso,,Texas,TX,79907,US,31.6826,-106.3121,America/Denver,Supercenter,,915-860-7171,48,48141,48141004005,481410040053000,21340,238,ceo,census,El Paso County,"El Paso, TX",TRUE,"El Paso-Las Cruces, TX-NM"
3661,,https://www.walmart.com/store/3661-el-paso-tx,Walmart Neighborhood Market,open,1551 N Zaragoza Rd,El Paso,,Texas,TX,79936,US,31.7424,-106.289,America/Denver,Neighborhood Market,,915-855-6840,48,48141,48141004316,481410043162000,21340,238,ceo,census,El Paso County,"El Paso, TX",TRUE,"El Paso-Las Cruces, TX-NM"
5108,,https://www.walmart.com/store/5108-el-paso-tx,Walmart Neighborhood Market,open,3000 Saul Kleinfeld Dr,El Paso,,Texas,TX,79936,US,31.7833,-106.283,America/Denver,Neighborhood Market,,915-849-7796,48,48141,48141010349,481410103491019,21340,238,ceo,census,El Paso County,"El Paso, TX",TRUE,"El Paso-Las Cruces, TX-NM"
2612,,https://www.walmart.com/store/2612-el-paso-tx,Walmart Supercenter,open,1850 N Zaragoza Rd,El Paso,,Texas,TX,79936,US,31.7562,-106.2708,America/Denver,Supercenter,,915-855-6405,48,48141,48141010336,481410103361004,21340,238,ceo,census,El Paso County,"El Paso, TX",TRUE,"El Paso-Las Cruces, TX-NM"
3763,,https://www.walmart.com/store/3763-el-paso-tx,Walmart Supercenter,open,12236 Montana Ave,El Paso,,Texas,TX,79938,US,31.8054,-106.2624,America/Denver,Supercenter,,915-255-4031,48,48141,48141010355,481410103552002,21340,238,ceo,census,El Paso County,"El Paso, TX",TRUE,"El Paso-Las Cruces, TX-NM"
5960,,https://www.walmart.com/store/5960-socorro-tx,Walmart Neighborhood Market,open,10301 Alameda Ave,Socorro,,Texas,TX,79927,US,31.6547,-106.2887,America/Denver,Neighborhood Market,,915-245-3488,48,48141,48141010409,481410104092010,21340,238,ceo,census,El Paso County,"El Paso, TX",TRUE,"El Paso-Las Cruces, TX-NM"
6813,,https://www.walmart.com/store/6813-el-paso-tx,Walmart Neighborhood Market,open,3590 N. Zaragoza Road,El Paso,,Texas,TX,79938,US,31.7958,-106.23,America/Denver,Neighborhood Market,,915-342-9866,48,48141,48141010367,481410103671001,21340,238,ceo,census,El Paso County,"El Paso, TX",TRUE,"El Paso-Las Cruces, TX-NM"
3136,,https://www.walmart.com/store/3136-horizon-city-tx,Walmart Supercenter,open,13900 Horizon Blvd,Horizon City,,Texas,TX,79928,US,31.6804,-106.2009,America/Denver,Supercenter,,915-206-6199,48,48141,48141010357,481410103574001,21340,238,ceo,census,El Paso County,"El Paso, TX",TRUE,"El Paso-Las Cruces, TX-NM"
